Temperatura,Humedad,Radiacion,Precipitacion
-0.6597018,1.023715762,-0.11860532,-0.013672205
-0.876166454,0.960537875,0.030699609,-0.191410863
0.360774422,-0.160284639,1.449620577,-0.300788499
1.649254501,-1.407462928,1.972562215,-0.013672205
1.783256429,-1.557217919,1.306904832,0.27344409
0.432929307,-0.092426909,-0.042829699,0.560560385
-0.226772494,0.654008127,-0.11860532,0.916037702
-0.432929307,0.80610304,-0.11860532,0.724626839
-0.391697944,0.782703823,-0.11860532,0.191410863
-0.402005785,1.033075449,-0.041631665,-0.164066454
0.762780207,-0.560411257,2.088921222,-0.341805113
1.731717226,-1.501059798,2.19958957,-0.27344409
2.144030851,-2.139858433,1.916554148,-0.109377636
0.628778278,-0.560411257,0.067389386,-0.027344409
-0.206156813,0.366197753,-0.11860532,0.013672205
-0.886474294,0.518292666,-0.11860532,0.041016614
-0.608162597,0.646988362,-0.11860532,-0.054688818
-0.566931235,0.930118893,-0.029351822,0.041016614
0.670009641,-0.459794622,2.170687011,-0.082033227
1.370942804,-1.433202067,1.519106522,0.300788499
1.927566198,-1.929265477,2.111384351,0.84767668
0.742164525,-0.934798736,0.064843565,0.84767668
0.092770566,-0.328759005,-0.11860532,0.587904794
-0.3298509,0.022229257,-0.11860532,0.478527158
-0.618470438,0.525312431,-0.11860532,0.410166135
-0.783395888,0.911399519,0.031747889,0.205083068
-0.020615681,0.427035718,0.66056574,0.082033227
0.82462725,-0.880980536,1.081225265,0.177738659
0.917397816,-1.082213806,0.57909946,0.587904794
0.443237147,-0.665707736,0.000449263,0.834004475
-0.278311697,0.125185813,-0.11860532,0.328132908
-0.443237147,0.424695796,-0.11860532,-0.164066454
-0.536007713,0.745265075,-0.11860532,-0.287116295
-0.453544988,0.665707736,-0.031897643,-0.328132908
0.958629179,-1.012016154,1.851411074,-0.136722045
1.566791776,-1.540838467,1.299117615,0.218755272
1.968797561,-1.926925555,1.547559819,0.437510544
0.793703729,-0.649328283,-0.068886928,0.328132908
0.030923522,0.834182101,-0.11860532,0.136722045
-0.3298509,0.895020066,-0.11860532,-0.109377636
-0.968937019,0.89969991,-0.11860532,-0.314460704
-0.999860541,0.778023979,0.00284533,-0.232427477
0.31954306,-0.129865657,1.5093725,0.355477317
1.62863882,-1.538498546,2.476485071,2.050830677
2.298648461,-2.186656868,1.960132617,3.978611514
0,0.803763118,-0.081765789,5.564587237
-0.515392032,1.210909502,-0.11860532,4.976682443
-0.793703729,1.206229658,-0.11860532,2.597718858
-1.381250645,0.944158423,-0.11860532,1.134792975
-1.649254501,0.63060891,0.225380059,-0.15039425
0.515392032,-0.2960001,3.144388767,-0.232427477
1.865719154,-1.028395606,4.531561846,0.218755272
1.649254501,-1.454261363,0.695009204,0.916037702
0.577239075,0.164964483,0.017071978,1.476598088
0,0.787383666,-0.11860532,1.54495911
-0.134001928,1.049454901,-0.11860532,1.408237065
-0.391697944,1.189850206,-0.11860532,0.369149522
-0.381390103,1.110292867,-0.029801084,-0.27344409
0.381390103,0.150924952,1.167184171,-0.177738659
1.247248716,-0.754624762,2.467949082,0.15039425
1.659562342,-1.292806763,1.58904173,0.054688818
1.020476222,-0.677407344,0.122798437,-0.136722045
0.103078406,0.249201666,-0.11860532,-0.328132908
0.020615681,0.155604796,-0.11860532,-0.355477317
-0.360774422,1.021375841,-0.11860532,-0.355477317
-0.360774422,1.028395606,0.073529308,-0.287116295
0.3298509,0.001169961,1.099345523,-0.095705432
0.999860541,-0.703146484,1.781326112,0.259771886
1.535868254,-1.253028093,1.734602804,0.710954635
1.041091904,-0.878640614,0.05466028,0.492199363
0.237080335,-0.193043544,-0.11860532,0.328132908
-1.14417031,0.490213605,-0.11860532,0.191410863
-1.14417031,0.588490318,-0.11860532,-0.177738659
-0.742164525,0.377897361,0.104228918,-0.218755272
0.525699872,-0.288980335,1.892443723,-0.027344409
0.896782135,-0.506593057,0.983435778,0.382821726
1.123554629,-0.583810475,1.009043745,0.765643453
0.536007713,0.0269091,-0.021864112,1.080104157
0.051539203,0.710166249,-0.11860532,0.875021089
-0.113386247,1.084553728,-0.11860532,0.546888181
-0.216464653,1.004996388,-0.11860532,1.982469655
-0.16492545,1.058814588,-0.044776503,4.812615989
0.31954306,0.480853918,0.595871929,2.39263579
0.82462725,-0.045628474,1.043037946,0.656265817
0.845242932,-0.728885623,0.656821886,0.505871567
0.443237147,-0.558071336,0.023810917,0.437510544
0.061847044,-0.218782683,-0.11860532,0.205083068
-0.16492545,0.253881509,-0.11860532,-0.041016614
-0.3298509,0.668047657,-0.11860532,-0.164066454
-0.288619538,0.548711649,0.087007185,-0.191410863
0.742164525,-0.441075248,1.471185181,0.013672205
1.072015426,-0.850561553,1.166135892,0.082033227
0.948321338,-0.824822414,0.481309973,-0.177738659
0.391697944,-0.504253135,0.021115341,-0.328132908
-0.206156813,0.464474466,-0.11860532,-0.232427477
-0.257696016,0.345138457,-0.11860532,0
